country,Country Code,year,emissions
Cote d'Ivoire,CIV,1984,0.19
Cote d'Ivoire,CIV,1985,0.17
Cote d'Ivoire,CIV,1986,0.17
Cote d'Ivoire,CIV,1987,0.16
Cote d'Ivoire,CIV,1988,0.15
Cote d'Ivoire,CIV,1989,0.14
Cote d'Ivoire,CIV,1990,0.13
Cote d'Ivoire,CIV,1991,0.13
Cote d'Ivoire,CIV,1961,0.09
Cote d'Ivoire,CIV,1962,0.09
Cote d'Ivoire,CIV,1963,0.1
Cote d'Ivoire,CIV,1964,0.12
Cote d'Ivoire,CIV,1965,0.16
Cote d'Ivoire,CIV,1966,0.16
Cote d'Ivoire,CIV,1967,0.16
Cote d'Ivoire,CIV,1968,0.17
Cote d'Ivoire,CIV,1969,0.19
Cote d'Ivoire,CIV,1970,0.24
Cote d'Ivoire,CIV,1971,0.25
Cote d'Ivoire,CIV,1972,0.25
Cote d'Ivoire,CIV,1973,0.26
Cote d'Ivoire,CIV,1974,0.26
Cote d'Ivoire,CIV,1975,0.26
Cote d'Ivoire,CIV,1976,0.28
Cote d'Ivoire,CIV,1977,0.3
Cote d'Ivoire,CIV,1978,0.34
Cote d'Ivoire,CIV,1979,0.3
Croatia,HRV,1992,0
Croatia,HRV,1993,0
Croatia,HRV,1994,0
Croatia,HRV,1995,1.45
Croatia,HRV,1996,1.47
Croatia,HRV,1997,1.81
Croatia,HRV,1998,1.9
Croatia,HRV,1999,1.75
Croatia,HRV,2000,1.83
Croatia,HRV,2001,2
Croatia,HRV,2002,2.18
Croatia,HRV,2003,2.45
Croatia,HRV,2004,2.44
Croatia,HRV,2005,2.52
Croatia,HRV,2006,2.73
Croatia,HRV,2007,2.91
Croatia,HRV,2008,2.76
Croatia,HRV,2009,2.4
Croatia,HRV,2010,2.35
Croatia,HRV,2011,2.36
Croatia,HRV,2012,2.21
Croatia,HRV,2013,2.05
Croatia,HRV,2014,1.95
Croatia,HRV,1980,0
Croatia,HRV,1981,0
Croatia,HRV,1982,0
Croatia,HRV,1983,0
Croatia,HRV,1984,0
Croatia,HRV,1985,0
Croatia,HRV,1986,0
Croatia,HRV,1987,0
Croatia,HRV,1988,0
Croatia,HRV,1989,0
Croatia,HRV,1990,0
Croatia,HRV,1991,0
Croatia,HRV,1961,0
Croatia,HRV,1962,0
Croatia,HRV,1963,0
Croatia,HRV,1964,0
Croatia,HRV,1965,0
Croatia,HRV,1966,0
Croatia,HRV,1967,0
Croatia,HRV,1968,0
Croatia,HRV,1969,0
Croatia,HRV,1970,0
Croatia,HRV,1971,0
Croatia,HRV,1972,0
Croatia,HRV,1973,0
Croatia,HRV,1974,0
Croatia,HRV,1975,0
Croatia,HRV,1976,0
Croatia,HRV,1977,0
Croatia,HRV,1978,0
Croatia,HRV,1979,0
Cuba,CUB,1992,1.02
Cuba,CUB,1993,0.93
Cuba,CUB,1994,0.95
Cuba,CUB,1995,0.95
Cuba,CUB,1996,1.01
Cuba,CUB,1997,1.04
Cuba,CUB,1998,0.99
Cuba,CUB,1999,0.99
Cuba,CUB,2000,1.01
Cuba,CUB,2001,1.01
Cuba,CUB,2002,0.92
Cuba,CUB,2003,0.92
Cuba,CUB,2004,0.94
Cuba,CUB,2005,1
Cuba,CUB,2006,1.05
Cuba,CUB,2007,1.1
Cuba,CUB,2008,1.1
Cuba,CUB,2009,1.18
Cuba,CUB,2010,1.35
Cuba,CUB,2011,1.27
Cuba,CUB,2012,1.27
Cuba,CUB,2013,1.21
Cuba,CUB,2014,1.17
Cuba,CUB,1980,1.66
Cuba,CUB,1981,1.54
Cuba,CUB,1982,1.45
Cuba,CUB,1983,1.5
Cuba,CUB,1984,1.54
Cuba,CUB,1985,1.4
Cuba,CUB,1986,1.45
Cuba,CUB,1987,1.49
Cuba,CUB,1988,1.57
Cuba,CUB,1989,1.67
Cuba,CUB,1990,1.49
Cuba,CUB,1991,1.23
Cuba,CUB,1961,0
Cuba,CUB,1962,0
Cuba,CUB,1963,0
Cuba,CUB,1964,0
Cuba,CUB,1965,0
Cuba,CUB,1966,0
Cuba,CUB,1967,0
Cuba,CUB,1968,0
Cuba,CUB,1969,0
Cuba,CUB,1970,1.22
Cuba,CUB,1971,1.27
Cuba,CUB,1972,1.26
Cuba,CUB,1973,1.37
Cuba,CUB,1974,1.43
Cuba,CUB,1975,1.37
Cuba,CUB,1976,1.44
Cuba,CUB,1977,1.49
Cuba,CUB,1978,1.52
Cuba,CUB,1979,1.54
Czech Republic,CZE,1992,0
Czech Republic,CZE,1993,3.89
Czech Republic,CZE,1994,3.49
Czech Republic,CZE,1995,3.94
Czech Republic,CZE,1996,4.11
Czech Republic,CZE,1997,4
Czech Republic,CZE,1998,3.88
Czech Republic,CZE,1999,3.54
Czech Republic,CZE,2000,3.65
Czech Republic,CZE,2001,3.79
Czech Republic,CZE,2002,3.81
Czech Republic,CZE,2003,3.78
Czech Republic,CZE,2004,4.86
Czech Republic,CZE,2005,3.97
Czech Republic,CZE,2006,4.09
Czech Republic,CZE,2007,4.1
Czech Republic,CZE,2008,4.09
Czech Republic,CZE,2009,3.73
Czech Republic,CZE,2010,4.06
Czech Republic,CZE,2011,3.93
Czech Republic,CZE,2012,3.56
Czech Republic,CZE,2013,3.5
Czech Republic,CZE,2014,3.45
Czech Republic,CZE,1980,0
Czech Republic,CZE,1981,0
Czech Republic,CZE,1982,0
Czech Republic,CZE,1983,0
Czech Republic,CZE,1984,0
Czech Republic,CZE,1985,0
Czech Republic,CZE,1986,0
Czech Republic,CZE,1987,0
Czech Republic,CZE,1988,0
Czech Republic,CZE,1989,0
Czech Republic,CZE,1990,0
Czech Republic,CZE,1991,0
Czech Republic,CZE,1961,0
Czech Republic,CZE,1962,0
Czech Republic,CZE,1963,0
Czech Republic,CZE,1964,0
Czech Republic,CZE,1965,0
Czech Republic,CZE,1966,0
Czech Republic,CZE,1967,0
Czech Republic,CZE,1968,0
Czech Republic,CZE,1969,0
Czech Republic,CZE,1970,0
Czech Republic,CZE,1971,0
Czech Republic,CZE,1972,0
Czech Republic,CZE,1973,0
Czech Republic,CZE,1974,0
Czech Republic,CZE,1975,0
Czech Republic,CZE,1976,0
Czech Republic,CZE,1977,0
Czech Republic,CZE,1978,0
Czech Republic,CZE,1979,0
Denmark,DNK,1992,4.48
Denmark,DNK,1993,4.47
Denmark,DNK,1994,4.53
Denmark,DNK,1995,4.6
Denmark,DNK,1996,4.43
Denmark,DNK,1997,4.45
Denmark,DNK,1998,4.35
Denmark,DNK,1999,4.11
Denmark,DNK,2000,4.1
Denmark,DNK,2001,4.06
Denmark,DNK,2002,4.03
Denmark,DNK,2003,4.02
Denmark,DNK,2004,3.97
Denmark,DNK,2005,3.87
Denmark,DNK,2006,3.93
Denmark,DNK,2007,3.89
Denmark,DNK,2008,3.96
Denmark,DNK,2009,3.29
Denmark,DNK,2010,3.28
Denmark,DNK,2011,3.28
Denmark,DNK,2012,3.16
Denmark,DNK,2013,3.16
Denmark,DNK,2014,3.38
Denmark,DNK,1980,5.1
Denmark,DNK,1981,4.49
Denmark,DNK,1982,4.42
Denmark,DNK,1983,4.13
Denmark,DNK,1984,4.36
Denmark,DNK,1985,4.72
Denmark,DNK,1986,4.96
Denmark,DNK,1987,4.88
Denmark,DNK,1988,4.96
Denmark,DNK,1989,4.84
Denmark,DNK,1990,4.67
Denmark,DNK,1991,4.69
Denmark,DNK,1961,3.2
Denmark,DNK,1962,3.46
Denmark,DNK,1963,3.53
Denmark,DNK,1964,3.83
Denmark,DNK,1965,4.1
Denmark,DNK,1966,4.31
Denmark,DNK,1967,4.19
Denmark,DNK,1968,4.26
Denmark,DNK,1969,4.86
Denmark,DNK,1970,5.15
Denmark,DNK,1971,4.91
Denmark,DNK,1972,5.08
Denmark,DNK,1973,5.34
Denmark,DNK,1974,4.61
Denmark,DNK,1975,4.57
Denmark,DNK,1976,5.26
Denmark,DNK,1977,5.32
Denmark,DNK,1978,5.37
Denmark,DNK,1979,5.67
Djibouti,DJI,1992,0
Djibouti,DJI,1993,0
Djibouti,DJI,1994,0
Djibouti,DJI,1995,0
Djibouti,DJI,1996,0
Djibouti,DJI,1997,0
Djibouti,DJI,1998,0
Djibouti,DJI,1999,0
Djibouti,DJI,2000,0
Djibouti,DJI,2001,0
Djibouti,DJI,2002,0
Djibouti,DJI,2003,0
Djibouti,DJI,2004,0
Djibouti,DJI,2005,0
Djibouti,DJI,2006,0
Djibouti,DJI,2007,0
Djibouti,DJI,2008,0
Djibouti,DJI,2009,0
Djibouti,DJI,2010,0
Djibouti,DJI,2011,0
Djibouti,DJI,2012,0
Djibouti,DJI,2013,0
Djibouti,DJI,2014,0.42
Djibouti,DJI,1980,0
Djibouti,DJI,1981,0
Djibouti,DJI,1982,0
Djibouti,DJI,1983,0
Djibouti,DJI,1984,0
Djibouti,DJI,1985,0
Djibouti,DJI,1986,0
Djibouti,DJI,1987,0
Djibouti,DJI,1988,0
Djibouti,DJI,1989,0
Djibouti,DJI,1990,0
Djibouti,DJI,1991,0
Djibouti,DJI,1961,0
Djibouti,DJI,1962,0
Djibouti,DJI,1963,0
Djibouti,DJI,1964,0
Djibouti,DJI,1965,0
Djibouti,DJI,1966,0
Djibouti,DJI,1967,0
Djibouti,DJI,1968,0
Djibouti,DJI,1969,0
Djibouti,DJI,1970,0
Djibouti,DJI,1971,0
Djibouti,DJI,1972,0
Djibouti,DJI,1973,0
Djibouti,DJI,1974,0
Djibouti,DJI,1975,0
Djibouti,DJI,1976,0
Djibouti,DJI,1977,0
Djibouti,DJI,1978,0
Djibouti,DJI,1979,0
Dominican Republic,DOM,1992,0.57
Dominican Republic,DOM,1993,0.55
Dominican Republic,DOM,1994,0.63
Dominican Republic,DOM,1995,0.66
Dominican Republic,DOM,1996,0.75
Dominican Republic,DOM,1997,0.83
Dominican Republic,DOM,1998,0.94
Dominican Republic,DOM,1999,0.96
Dominican Republic,DOM,2000,1
Dominican Republic,DOM,2001,0.99
Dominican Republic,DOM,2002,0.98
Dominican Republic,DOM,2003,0.78
Dominican Republic,DOM,2004,0.71
Dominican Republic,DOM,2005,0.8
Dominican Republic,DOM,2006,0.87
Dominican Republic,DOM,2007,0.9
Dominican Republic,DOM,2008,0.88
Dominican Republic,DOM,2009,0.78
Dominican Republic,DOM,2010,0.93
Dominican Republic,DOM,2011,0.95
Dominican Republic,DOM,2012,0.88
Dominican Republic,DOM,2013,0.92
Dominican Republic,DOM,2014,0.9
Dominican Republic,DOM,1980,0.56
Dominican Republic,DOM,1981,0.49
Dominican Republic,DOM,1982,0.47
Dominican Republic,DOM,1983,0.51
Dominican Republic,DOM,1984,0.5
Dominican Republic,DOM,1985,0.44
Dominican Republic,DOM,1986,0.49
Dominican Republic,DOM,1987,0.54
Dominican Republic,DOM,1988,0.54
Dominican Republic,DOM,1989,0.56
Dominican Republic,DOM,1990,0.5
Dominican Republic,DOM,1991,0.51
Dominican Republic,DOM,1961,0.21
Dominican Republic,DOM,1962,0.23
Dominican Republic,DOM,1963,0.25
Dominican Republic,DOM,1964,0.28
Dominican Republic,DOM,1965,0.26
Dominican Republic,DOM,1966,0.25
Dominican Republic,DOM,1967,0.24
Dominican Republic,DOM,1968,0.34
Dominican Republic,DOM,1969,0.34
Dominican Republic,DOM,1970,0.4
Dominican Republic,DOM,1971,0.42
Dominican Republic,DOM,1972,0.51
Dominican Republic,DOM,1973,0.49
Dominican Republic,DOM,1974,0.53
Dominican Republic,DOM,1975,0.49
Dominican Republic,DOM,1976,0.48
Dominican Republic,DOM,1977,0.55
Dominican Republic,DOM,1978,0.53
Dominican Republic,DOM,1979,0.55
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0
Ecuador,ECU,2006,0
Ecuador,ECU,2007,0
Ecuador,ECU,2008,0
Ecuador,ECU,2009,0
Ecuador,ECU,2010,0
Ecuador,ECU,2011,0
Ecuador,ECU,2012,0
Ecuador,ECU,2013,0
Ecuador,ECU,2014,1.16
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1961,0
Ecuador,ECU,1962,0
Ecuador,ECU,1963,0
Ecuador,ECU,1964,0
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
El Salvador,SLV,1992,0.46
El Salvador,SLV,1993,0.45
El Salvador,SLV,1994,0.49
El Salvador,SLV,1995,0.53
El Salvador,SLV,1996,0.5
El Salvador,SLV,1997,0.58
El Salvador,SLV,1998,0.52
El Salvador,SLV,1999,0.62
El Salvador,SLV,2000,0.62
El Salvador,SLV,2001,0.68
El Salvador,SLV,2002,0.67
El Salvador,SLV,2003,0.71
El Salvador,SLV,2004,0.72
El Salvador,SLV,2005,0.77
El Salvador,SLV,2006,0.8
El Salvador,SLV,2007,0.83
El Salvador,SLV,2008,0.75
El Salvador,SLV,2009,0.69
El Salvador,SLV,2010,0.73
El Salvador,SLV,2011,0.75
El Salvador,SLV,2012,0.75
El Salvador,SLV,2013,0.75
El Salvador,SLV,2014,0.75
El Salvador,SLV,1980,0.29
El Salvador,SLV,1981,0.29
El Salvador,SLV,1982,0.25
El Salvador,SLV,1983,0.27
El Salvador,SLV,1984,0.3
El Salvador,SLV,1985,0.28
El Salvador,SLV,1986,0.26
El Salvador,SLV,1987,0.31
El Salvador,SLV,1988,0.32
El Salvador,SLV,1989,0.32
El Salvador,SLV,1990,0.34
El Salvador,SLV,1991,0.38
El Salvador,SLV,1961,0
El Salvador,SLV,1962,0
El Salvador,SLV,1963,0
El Salvador,SLV,1964,0
El Salvador,SLV,1965,0.22
El Salvador,SLV,1966,0.25
El Salvador,SLV,1967,0.22
El Salvador,SLV,1968,0.25
El Salvador,SLV,1969,0.24
El Salvador,SLV,1970,0.26
El Salvador,SLV,1971,0.3
El Salvador,SLV,1972,0.31
El Salvador,SLV,1973,0.35
El Salvador,SLV,1974,0.34
El Salvador,SLV,1975,0.33
El Salvador,SLV,1976,0.37
El Salvador,SLV,1977,0.42
El Salvador,SLV,1978,0.39
El Salvador,SLV,1979,0.34
Equatorial Guinea,GNQ,1992,0.13
Equatorial Guinea,GNQ,1993,0.08
Equatorial Guinea,GNQ,1994,0.03
Equatorial Guinea,GNQ,1995,0.1
Equatorial Guinea,GNQ,1996,0.09
Equatorial Guinea,GNQ,1997,0.21
Equatorial Guinea,GNQ,1998,0.11
Equatorial Guinea,GNQ,1999,0.31
Equatorial Guinea,GNQ,2000,0.29
Equatorial Guinea,GNQ,2001,1.92
Equatorial Guinea,GNQ,2002,2.98
Equatorial Guinea,GNQ,2003,3.53
Equatorial Guinea,GNQ,2004,3
Equatorial Guinea,GNQ,2005,2.64
Equatorial Guinea,GNQ,2006,2.61
Equatorial Guinea,GNQ,2007,2.56
Equatorial Guinea,GNQ,2008,2.34
Equatorial Guinea,GNQ,2009,2.3
Equatorial Guinea,GNQ,2010,2.29
Equatorial Guinea,GNQ,2011,2.9
Equatorial Guinea,GNQ,2012,2.31
Equatorial Guinea,GNQ,2013,2.26
Equatorial Guinea,GNQ,2014,2.24
Equatorial Guinea,GNQ,1980,0.09
Equatorial Guinea,GNQ,1981,0.1
Equatorial Guinea,GNQ,1982,0.1
Equatorial Guinea,GNQ,1983,0.08
Equatorial Guinea,GNQ,1984,0.09
Equatorial Guinea,GNQ,1985,0.07
Equatorial Guinea,GNQ,1986,0.08
Equatorial Guinea,GNQ,1987,0.1
Equatorial Guinea,GNQ,1988,0.1
Equatorial Guinea,GNQ,1989,0.11
Equatorial Guinea,GNQ,1990,0.06
Equatorial Guinea,GNQ,1991,0.13
Equatorial Guinea,GNQ,1961,0
Equatorial Guinea,GNQ,1962,0
Equatorial Guinea,GNQ,1963,0
Equatorial Guinea,GNQ,1964,0
Equatorial Guinea,GNQ,1965,0
Equatorial Guinea,GNQ,1966,0
Equatorial Guinea,GNQ,1967,0
Equatorial Guinea,GNQ,1968,0
Equatorial Guinea,GNQ,1969,0
Equatorial Guinea,GNQ,1970,0
Equatorial Guinea,GNQ,1971,0
Equatorial Guinea,GNQ,1972,0
Equatorial Guinea,GNQ,1973,0
Equatorial Guinea,GNQ,1974,0
Equatorial Guinea,GNQ,1975,0
Equatorial Guinea,GNQ,1976,0
Equatorial Guinea,GNQ,1977,0
Equatorial Guinea,GNQ,1978,0
Equatorial Guinea,GNQ,1979,0
Eritrea,ERI,1992,0
Eritrea,ERI,1993,0.07
Eritrea,ERI,1994,0.08
Eritrea,ERI,1995,0.09
Eritrea,ERI,1996,0.1
Eritrea,ERI,1997,0.09
Eritrea,ERI,1998,0.06
Eritrea,ERI,1999,0.06
Eritrea,ERI,2000,0.06
Eritrea,ERI,2001,0.07
Eritrea,ERI,2002,0.06
Eritrea,ERI,2003,0.1
Eritrea,ERI,2004,0.06
Eritrea,ERI,2005,0.05
Eritrea,ERI,2006,0.04
Eritrea,ERI,2007,0.04
Eritrea,ERI,2008,0.03
Eritrea,ERI,2009,0.03
Eritrea,ERI,2010,0.04
Eritrea,ERI,2011,0.04
Eritrea,ERI,2012,0
Eritrea,ERI,2013,0
Eritrea,ERI,2014,0
Eritrea,ERI,1980,0
Eritrea,ERI,1981,0
Eritrea,ERI,1982,0
Eritrea,ERI,1983,0
Eritrea,ERI,1984,0
Eritrea,ERI,1985,0
Eritrea,ERI,1986,0
Eritrea,ERI,1987,0
Eritrea,ERI,1988,0
Eritrea,ERI,1989,0
Eritrea,ERI,1990,0
Eritrea,ERI,1991,0
Eritrea,ERI,1961,0
Eritrea,ERI,1962,0
Eritrea,ERI,1963,0
Eritrea,ERI,1964,0
Eritrea,ERI,1965,0
Eritrea,ERI,1966,0
Eritrea,ERI,1967,0
Eritrea,ERI,1968,0
Eritrea,ERI,1969,0
Eritrea,ERI,1970,0
Eritrea,ERI,1971,0
Eritrea,ERI,1972,0
Eritrea,ERI,1973,0
Eritrea,ERI,1974,0
Eritrea,ERI,1975,0
Eritrea,ERI,1976,0
Eritrea,ERI,1977,0
Eritrea,ERI,1978,0
Eritrea,ERI,1979,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,3.13
Estonia,EST,1996,3.75
Estonia,EST,1997,4.67
Estonia,EST,1998,4.32
Estonia,EST,1999,4.01
Estonia,EST,2000,3.04
Estonia,EST,2001,3.11
Estonia,EST,2002,3.7
Estonia,EST,2003,4.56
Estonia,EST,2004,5
Estonia,EST,2005,4
Estonia,EST,2006,4.48
Estonia,EST,2007,4.62
Estonia,EST,2008,3.91
Estonia,EST,2009,3.27
Estonia,EST,2010,3.26
Estonia,EST,2011,3.07
Estonia,EST,2012,3.28
Estonia,EST,2013,3.28
Estonia,EST,2014,3.2
Estonia,EST,1980,0
Estonia,EST,1981,0
Estonia,EST,1982,0
Estonia,EST,1983,0
Estonia,EST,1984,0
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1961,0
Estonia,EST,1962,0
Estonia,EST,1963,0
Estonia,EST,1964,0
Estonia,EST,1965,0
Estonia,EST,1966,0
Estonia,EST,1967,0
Estonia,EST,1968,0
Estonia,EST,1969,0
Estonia,EST,1970,0
Estonia,EST,1971,0
Estonia,EST,1972,0
Estonia,EST,1973,0
Estonia,EST,1974,0
Estonia,EST,1975,0
Estonia,EST,1976,0
Estonia,EST,1977,0
Estonia,EST,1978,0
Estonia,EST,1979,0
Ethiopia,ETH,1992,0
Ethiopia,ETH,1993,0.02
Ethiopia,ETH,1994,0.02
Ethiopia,ETH,1995,0.03
Ethiopia,ETH,1996,0.03
Ethiopia,ETH,1997,0.03
Ethiopia,ETH,1998,0.03
Ethiopia,ETH,1999,0.03
Ethiopia,ETH,2000,0.03
Ethiopia,ETH,2001,0.04
Ethiopia,ETH,2002,0.04
Ethiopia,ETH,2003,0.06
Ethiopia,ETH,2004,0.04
Ethiopia,ETH,2005,0.05
Ethiopia,ETH,2006,0.05
Ethiopia,ETH,2007,0.05
Ethiopia,ETH,2008,0.06
Ethiopia,ETH,2009,0.06
Ethiopia,ETH,2010,0.06
Ethiopia,ETH,2011,0.07
Ethiopia,ETH,2012,0.07
Ethiopia,ETH,2013,0.09
Ethiopia,ETH,2014,0.11
Ethiopia,ETH,1980,0
Ethiopia,ETH,1981,0
Ethiopia,ETH,1982,0
Ethiopia,ETH,1983,0
Ethiopia,ETH,1984,0
Ethiopia,ETH,1985,0
Ethiopia,ETH,1986,0
Ethiopia,ETH,1987,0
Ethiopia,ETH,1988,0
Ethiopia,ETH,1989,0
Ethiopia,ETH,1990,0
Ethiopia,ETH,1991,0
Ethiopia,ETH,1961,0
Ethiopia,ETH,1962,0
Ethiopia,ETH,1963,0
Ethiopia,ETH,1964,0
Ethiopia,ETH,1965,0
Ethiopia,ETH,1966,0
Ethiopia,ETH,1967,0
Ethiopia,ETH,1968,0
Ethiopia,ETH,1969,0
Ethiopia,ETH,1970,0
Ethiopia,ETH,1971,0
Ethiopia,ETH,1972,0
Ethiopia,ETH,1973,0
Ethiopia,ETH,1974,0
Ethiopia,ETH,1975,0
Ethiopia,ETH,1976,0
Ethiopia,ETH,1977,0
Ethiopia,ETH,1978,0
Ethiopia,ETH,1979,0
Fiji,FJI,1992,0.61
Fiji,FJI,1993,0.54
Fiji,FJI,1994,0.64
Fiji,FJI,1995,0.64
Fiji,FJI,1996,0.71
Fiji,FJI,1997,0.72
Fiji,FJI,1998,0.72
Fiji,FJI,1999,0.75
Fiji,FJI,2000,0.86
Fiji,FJI,2001,0.82
Fiji,FJI,2002,0.69
Fiji,FJI,2003,0.85
Fiji,FJI,2004,0.94
Fiji,FJI,2005,0.79
Fiji,FJI,2006,0.91
Fiji,FJI,2007,0.86
Fiji,FJI,2008,0.75
Fiji,FJI,2009,0.63
Fiji,FJI,2010,0.79
Fiji,FJI,2011,0.71
Fiji,FJI,2012,0.72
Fiji,FJI,2013,0.8
Fiji,FJI,2014,0.98
Fiji,FJI,1980,0.71
Fiji,FJI,1981,0.87
Fiji,FJI,1982,0.68
Fiji,FJI,1983,0.61
Fiji,FJI,1984,0.53
Fiji,FJI,1985,0.52
Fiji,FJI,1986,0.49
Fiji,FJI,1987,0.42
Fiji,FJI,1988,0.47
Fiji,FJI,1989,0.55
Fiji,FJI,1990,0.68
Fiji,FJI,1991,0.54
Fiji,FJI,1961,0.23
Fiji,FJI,1962,0.27
Fiji,FJI,1963,0.27
Fiji,FJI,1964,0.47
Fiji,FJI,1965,0.39
Fiji,FJI,1966,0.44
Fiji,FJI,1967,0.46
Fiji,FJI,1968,0.48
Fiji,FJI,1969,0.53
Fiji,FJI,1970,0.67
Fiji,FJI,1971,0.6
Fiji,FJI,1972,0.67
Fiji,FJI,1973,0.73
Fiji,FJI,1974,0.71
Fiji,FJI,1975,0.66
Fiji,FJI,1976,0.54
Fiji,FJI,1977,0.79
Fiji,FJI,1978,0.75
Fiji,FJI,1979,0.81
Finland,FIN,1992,0
Finland,FIN,1993,0
Finland,FIN,1994,0
Finland,FIN,1995,0
Finland,FIN,1996,0
Finland,FIN,1997,0
Finland,FIN,1998,0
Finland,FIN,1999,0
Finland,FIN,2000,0
Finland,FIN,2001,0
Finland,FIN,2002,0
Finland,FIN,2003,0
Finland,FIN,2004,0
Finland,FIN,2005,0
Finland,FIN,2006,0
Finland,FIN,2007,0
Finland,FIN,2008,0
Finland,FIN,2009,0
Finland,FIN,2010,0
Finland,FIN,2011,0
Finland,FIN,2012,0
Finland,FIN,2013,0
Finland,FIN,2014,4.01
Finland,FIN,1980,0
Finland,FIN,1981,0
Finland,FIN,1982,0
Finland,FIN,1983,0
Finland,FIN,1984,0
Finland,FIN,1985,0
Finland,FIN,1986,0
Finland,FIN,1987,0
Finland,FIN,1988,0
Finland,FIN,1989,0
Finland,FIN,1990,0
Finland,FIN,1991,0
Finland,FIN,1961,0
Finland,FIN,1962,0
Finland,FIN,1963,0
Finland,FIN,1964,0
Finland,FIN,1965,0
Finland,FIN,1966,0
Finland,FIN,1967,0
Finland,FIN,1968,0
Finland,FIN,1969,0
Finland,FIN,1970,0
Finland,FIN,1971,0
Finland,FIN,1972,0
Finland,FIN,1973,0
Finland,FIN,1974,0
Finland,FIN,1975,0
Finland,FIN,1976,0
Finland,FIN,1977,0
Finland,FIN,1978,0
Finland,FIN,1979,0
France,FRA,1992,3.07
France,FRA,1993,2.81
France,FRA,1994,2.9
France,FRA,1995,2.96
France,FRA,1996,2.99
France,FRA,1997,2.95
France,FRA,1998,3.1
France,FRA,1999,3.03
France,FRA,2000,3.09
France,FRA,2001,3.12
France,FRA,2002,3.01
France,FRA,2003,3.1
France,FRA,2004,3.2
France,FRA,2005,3.24
France,FRA,2006,3.25
France,FRA,2007,3.31
France,FRA,2008,3.3
France,FRA,2009,2.96
France,FRA,2010,3.1
France,FRA,2011,3.02
France,FRA,2012,2.85
France,FRA,2013,2.82
France,FRA,2014,2.59
France,FRA,1980,3.71
France,FRA,1981,3.19
France,FRA,1982,3.07
France,FRA,1983,2.87
France,FRA,1984,2.68
France,FRA,1985,2.75
France,FRA,1986,2.84
France,FRA,1987,2.9
France,FRA,1988,2.96
France,FRA,1989,3.08
France,FRA,1990,3.11
France,FRA,1991,3.19
France,FRA,1961,2.15
France,FRA,1962,2.31
France,FRA,1963,2.46
France,FRA,1964,2.63
France,FRA,1965,2.58
France,FRA,1966,2.6
France,FRA,1967,2.73
France,FRA,1968,2.84
France,FRA,1969,3.08
France,FRA,1970,3.39
France,FRA,1971,3.53
France,FRA,1972,3.66
France,FRA,1973,3.98
France,FRA,1974,3.74
France,FRA,1975,3.38
France,FRA,1976,3.75
France,FRA,1977,3.62
France,FRA,1978,3.64
France,FRA,1979,3.8
Gabon,GAB,1992,0
Gabon,GAB,1993,0
Gabon,GAB,1994,0
Gabon,GAB,1995,0
Gabon,GAB,1996,0
Gabon,GAB,1997,0
Gabon,GAB,1998,0
Gabon,GAB,1999,0
Gabon,GAB,2000,0
Gabon,GAB,2001,0
Gabon,GAB,2002,0
Gabon,GAB,2003,0
Gabon,GAB,2004,0
Gabon,GAB,2005,0
Gabon,GAB,2006,0
Gabon,GAB,2007,0
Gabon,GAB,2008,0
Gabon,GAB,2009,0
Gabon,GAB,2010,0
Gabon,GAB,2011,0
Gabon,GAB,2012,0
Gabon,GAB,2013,0
Gabon,GAB,2014,0.93
Gabon,GAB,1980,0
Gabon,GAB,1981,0
Gabon,GAB,1982,0
Gabon,GAB,1983,0
Gabon,GAB,1984,0
Gabon,GAB,1985,0
Gabon,GAB,1986,0
Gabon,GAB,1987,0
Gabon,GAB,1988,0
Gabon,GAB,1989,0
Gabon,GAB,1990,0
Gabon,GAB,1991,0
Gabon,GAB,1961,0
